away_team_errors,away_team_hits,l_pitcher_wins,game_status,home_team_runs,sv_pitcher,l_pitcher,w_pitcher_wins,l_team,sv_pitcher_saves,w_pitcher,away_team,game_league,l_pitcher_losses,date,game_start_time,home_team_errors,home_team,game_id,w_team,game_type,w_pitcher_losses,away_team_runs,home_team_hits
0,7,1,FINAL,0,N. Feliz,J. Guthrie,2,Orioles,3,D. Holland,Rangers,AA,1,2011-04-10 12:35:00,1:35PM,1,Orioles,2011_04_10_texmlb_balmlb_1,Rangers,go_game,0,3,6
1,4,0,FINAL,3,F. Rodney,J. Reyes,3,Blue Jays,2,J. Weaver,Blue Jays,AA,1,2011-04-10 14:35:00,3:35PM,0,Angels,2011_04_10_tormlb_anamlb_1,Angels,go_game,0,1,6
0,5,0,FINAL,1,B. Fuentes,J. Crain,1,White Sox,4,T. Ross,Athletics,AA,1,2011-04-11 19:10:00,8:10PM,1,White Sox,2011_04_11_oakmlb_chamlb_1,Athletics,go_game,0,2,6
1,14,0,FINAL,8,. ,S. Camp,1,Blue Jays,0,J. Lueke,Blue Jays,AA,1,2011-04-11 21:10:00,10:10PM,1,Mariners,2011_04_11_tormlb_seamlb_1,Mariners,go_game,0,7,11
0,5,0,FINAL,2,F. Cordero,M. Latos,2,Padres,2,E. Volquez,Reds,NN,1,2011-04-11 21:05:00,10:05PM,0,Padres,2011_04_11_cinmlb_sdnmlb_1,Reds,go_game,0,3,5
0,6,1,FINAL,0,N. Feliz,J. Verlander,2,Tigers,4,A. Ogando,Rangers,AA,1,2011-04-11 12:05:00,1:05PM,0,Tigers,2011_04_11_texmlb_detmlb_1,Rangers,go_game,0,2,4
0,11,0,FINAL,1,. ,M. Bumgarner,2,Giants,0,C. Kershaw,Dodgers,NN,2,2011-04-11 21:15:00,10:15PM,1,Giants,2011_04_11_lanmlb_sfnmlb_1,Dodgers,go_game,1,6,7
1,19,0,FINAL,5,. ,D. Matsuzaka,1,Red Sox,0,J. Hellickson,Rays,AA,2,2011-04-11 18:10:00,7:10PM,2,Red Sox,2011_04_11_tbamlb_bosmlb_1,Rays,go_game,1,16,10
2,11,0,FINAL,6,H. Street,B. Parnell,2,Mets,5,M. Belisle,Rockies,NN,1,2011-04-11 18:10:00,7:10PM,2,Mets,2011_04_11_colmlb_nynmlb_1,Rockies,go_game,0,7,10
1,8,0,FINAL,4,C. Marmol,N. Figueroa,1,Astros,4,R. Dempster,Cubs,NN,2,2011-04-11 19:05:00,8:05PM,0,Astros,2011_04_11_chnmlb_houmlb_1,Cubs,go_game,2,5,10
0,14,0,FINAL,2,. ,B. Enright,1,D-backs,0,K. McClellan,Cardinals,NN,1,2011-04-11 20:40:00,9:40PM,1,D-backs,2011_04_11_slnmlb_arimlb_1,Cardinals,go_game,0,8,8
0,6,0,FINAL,0,. ,T. Chatwood,1,Angels,0,M. Talbot,Indians,AA,1,2011-04-11 21:05:00,10:05PM,0,Angels,2011_04_11_clemlb_anamlb_1,Indians,go_game,0,4,5
0,8,0,FINAL,2,K. Farnsworth,J. Lester,1,Red Sox,2,D. Price,Rays,AA,1,2011-04-12 18:10:00,7:10PM,0,Red Sox,2011_04_12_tbamlb_bosmlb_1,Rays,go_game,2,3,5
0,0,0,OTHER,0,,,0,,0,,Rockies,NN,0,2011-04-12 18:10:00,7:10PM,0,Mets,2011_04_12_colmlb_nynmlb_1,,sg_game,0,0,0
0,10,0,FINAL,5,. ,D. O'Day,1,Rangers,0,J. Valverde,Rangers,AA,1,2011-04-12 12:05:00,1:05PM,0,Tigers,2011_04_12_texmlb_detmlb_1,Tigers,go_game,0,4,9
0,10,0,FINAL,7,S. Burnett,J. Blanton,1,Phillies,3,L. Hernandez,Phillies,NN,1,2011-04-12 18:05:00,7:05PM,0,Nationals,2011_04_12_phimlb_wasmlb_1,Nationals,go_game,1,4,9
0,5,0,FINAL,5,. ,C. Volstad,1,Marlins,0,T. Hanson,Marlins,NN,1,2011-04-12 18:10:00,7:10PM,0,Braves,2011_04_12_flomlb_atlmlb_1,Braves,go_game,2,0,9
0,8,0,FINAL,4,. ,R. Tejeda,1,Royals,0,D. Hughes,Royals,AA,1,2011-04-12 19:10:00,8:10PM,1,Twins,2011_04_12_kcamlb_minmlb_1,Twins,go_game,0,3,13
0,16,0,FINAL,13,. ,C. Carpenter,2,Cardinals,0,A. Galarraga,Cardinals,NN,2,2011-04-12 20:40:00,9:40PM,0,D-backs,2011_04_12_slnmlb_arimlb_1,D-backs,go_game,0,8,14
3,11,1,FINAL,11,. ,J. Russell,1,Cubs,0,B. Myers,Cubs,NN,1,2011-04-12 19:05:00,8:05PM,1,Astros,2011_04_12_chnmlb_houmlb_1,Astros,go_game,0,2,16
1,12,0,FINAL,6,. ,B. Cramer,2,Athletics,0,C. Sale,Athletics,AA,1,2011-04-12 19:10:00,8:10PM,2,White Sox,2011_04_12_oakmlb_chamlb_1,White Sox,go_game,0,5,9
1,5,1,FINAL,3,B. League,R. Romero,1,Blue Jays,2,M. Pineda,Blue Jays,AA,1,2011-04-12 21:10:00,10:10PM,1,Mariners,2011_04_12_tormlb_seamlb_1,Mariners,go_game,1,2,5
0,10,0,FINAL,2,. ,C. Luebke,2,Padres,0,L. Ondrusek,Reds,NN,1,2011-04-12 21:05:00,10:05PM,1,Padres,2011_04_12_cinmlb_sdnmlb_1,Reds,go_game,0,8,6
0,8,1,FINAL,5,B. Wilson,B. Hawksworth,1,Dodgers,1,J. Affeldt,Dodgers,NN,1,2011-04-12 21:15:00,10:15PM,1,Giants,2011_04_12_lanmlb_sfnmlb_1,Giants,go_game,0,4,9
0,1,0,FINAL,2,. ,F. Carmona,3,Indians,0,D. Haren,Indians,AA,2,2011-04-12 21:05:00,10:05PM,1,Angels,2011_04_12_clemlb_anamlb_1,Angels,go_game,0,0,4
0,0,0,OTHER,0,,,0,,0,,Orioles,AA,0,2011-04-12 18:05:00,7:05PM,0,Yankees,2011_04_12_balmlb_nyamlb_1,,sg_game,0,0,0
0,6,1,FINAL,2,. ,J. Lannan,2,Nationals,0,R. Halladay,Phillies,NN,1,2011-04-13 18:05:00,7:05PM,2,Nationals,2011_04_13_phimlb_wasmlb_1,Phillies,go_game,0,3,6
1,14,0,FINAL,5,J. Jeffress,F. Liriano,1,Twins,1,K. Davies,Royals,AA,3,2011-04-13 12:10:00,1:10PM,2,Twins,2011_04_13_kcamlb_minmlb_1,Royals,go_game,1,10,12
0,8,0,FINAL,7,M. Rivera,C. Tillman,3,Orioles,5,A. Burnett,Orioles,AA,1,2011-04-13 18:05:00,7:05PM,0,Yankees,2011_04_13_balmlb_nyamlb_1,Yankees,go_game,0,4,12
0,8,2,FINAL,1,. ,T. Hudson,2,Braves,0,J. Johnson,Marlins,NN,1,2011-04-13 18:10:00,7:10PM,0,Braves,2011_04_13_flomlb_atlmlb_1,Marlins,go_game,0,5,2
0,14,0,FINAL,5,. ,W. Rodriguez,2,Astros,0,C. Zambrano,Cubs,NN,2,2011-04-13 19:05:00,8:05PM,1,Astros,2011_04_13_chnmlb_houmlb_1,Cubs,go_game,0,9,7
2,11,0,FINAL,4,B. Fuentes,M. Thornton,1,White Sox,5,G. Balfour,Athletics,AA,2,2011-04-13 13:10:00,2:10PM,1,White Sox,2011_04_13_oakmlb_chamlb_1,Athletics,go_game,1,7,9
0,9,0,FINAL,4,B. Wilson,T. Lilly,1,Dodgers,2,J. Sanchez,Dodgers,NN,2,2011-04-13 21:15:00,10:15PM,0,Giants,2011_04_13_lanmlb_sfnmlb_1,Giants,go_game,1,3,9
2,8,0,FINAL,3,. ,N. Masset,1,Reds,0,H. Bell,Reds,NN,3,2011-04-13 17:35:00,6:35PM,0,Padres,2011_04_13_cinmlb_sdnmlb_1,Padres,go_game,0,2,7
0,9,1,FINAL,3,. ,D. Oliver,2,Rangers,0,J. Valverde,Rangers,AA,1,2011-04-13 12:05:00,1:05PM,0,Tigers,2011_04_13_texmlb_detmlb_1,Tigers,go_game,0,2,8
0,8,0,FINAL,4,H. Street,J. Niese,2,Mets,6,E. Rogers,Rockies,NN,2,2011-04-13 18:10:00,7:10PM,0,Mets,2011_04_13_colmlb_nynmlb_1,Rockies,go_game,0,5,9
1,14,1,FINAL,3,. ,C. Ray,1,Mariners,0,M. Rzepczynski,Blue Jays,AA,1,2011-04-13 14:40:00,3:40PM,0,Mariners,2011_04_13_tormlb_seamlb_1,Blue Jays,go_game,0,8,7
2,17,1,FINAL,5,. ,I. Kennedy,1,D-backs,0,J. Westbrook,Cardinals,NN,1,2011-04-13 20:40:00,9:40PM,1,D-backs,2011_04_13_slnmlb_arimlb_1,Cardinals,go_game,1,15,10
1,7,0,FINAL,4,. ,C. Durbin,1,Indians,0,H. Takahashi,Indians,AA,1,2011-04-13 18:05:00,7:05PM,0,Angels,2011_04_13_clemlb_anamlb_1,Angels,go_game,0,3,6
0,6,2,FINAL,0,. ,K. Correia,2,Pirates,0,S. Marcum,Brewers,NN,1,2011-04-13 18:05:00,7:05PM,1,Pirates,2011_04_13_milmlb_pitmlb_1,Brewers,go_game,1,6,4
0,12,1,FINAL,4,. ,M. Capps,1,Twins,0,K. Farnsworth,Twins,AA,1,2011-04-14 17:40:00,6:40PM,1,Rays,2011_04_14_minmlb_tbamlb_1,Rays,go_game,0,3,8
0,6,0,OTHER,5,,,0,Mariners,0,,Mariners,AA,0,2011-04-14 19:10:00,8:10PM,2,Royals,2011_04_14_seamlb_kcamlb_1,Royals,go_game,0,1,8
0,10,1,FINAL,5,M. Lindstrom,R. Dickey,1,Mets,2,G. Reynolds,Rockies,NN,2,2011-04-14 23:10:00,12:10PM,1,Mets,2011_04_14_colmlb_nynmlb_1,Rockies,go_game,0,6,10
0,16,2,FINAL,5,. ,H. Kuroda,2,Dodgers,0,J. Garcia,Cardinals,NN,1,2011-04-14 21:10:00,10:10PM,2,Dodgers,2011_04_14_slnmlb_lanmlb_1,Cardinals,go_game,0,9,11
0,4,1,FINAL,0,J. Valverde,T. Ross,1,Athletics,3,P. Coke,Tigers,AA,1,2011-04-14 21:05:00,10:05PM,1,Athletics,2011_04_14_detmlb_oakmlb_1,Tigers,go_game,2,3,3
0,7,0,FINAL,1,. ,P. Maholm,1,Pirates,0,R. Wolf,Brewers,NN,2,2011-04-14 18:05:00,7:05PM,1,Pirates,2011_04_14_milmlb_pitmlb_1,Brewers,go_game,2,4,4
1,13,1,FINAL,4,. ,C. Capuano,2,Mets,0,J. De La Rosa,Rockies,NN,1,2011-04-14 03:33:00,3:33AM,0,Mets,2011_04_14_colmlb_nynmlb_2,Rockies,go_game,0,9,5
1,13,0,FINAL,5,J. Oviedo,E. O'Flaherty,2,Braves,4,B. Sanches,Marlins,NN,1,2011-04-14 18:10:00,7:10PM,1,Braves,2011_04_14_flomlb_atlmlb_1,Marlins,go_game,0,6,8
0,11,0,FINAL,6,. ,M. Gonzalez,1,Orioles,0,M. Rivera,Orioles,AA,1,2011-04-14 18:05:00,7:05PM,1,Yankees,2011_04_14_balmlb_nyamlb_1,Yankees,go_game,0,5,11
0,3,0,FINAL,1,B. Lyon,D. Moseley,1,Padres,2,B. Norris,Padres,NN,3,2011-04-14 19:05:00,8:05PM,1,Astros,2011_04_14_sdnmlb_houmlb_1,Astros,go_game,1,0,7
0,6,1,FINAL,0,. ,J. Zimmermann,2,Nationals,0,C. Lee,Phillies,NN,2,2011-04-14 18:05:00,7:05PM,2,Nationals,2011_04_14_phimlb_wasmlb_1,Phillies,go_game,1,4,3
0,7,1,FINAL,3,J. Oviedo,D. Baez,2,Phillies,5,E. Mujica,Marlins,NN,1,2011-04-15 18:05:00,7:05PM,0,Phillies,2011_04_15_flomlb_phimlb_1,Marlins,go_game,1,4,6
0,0,0,OTHER,0,,,0,,0,,Mets,NN,0,2011-04-15 18:30:00,7:30PM,0,Braves,2011_04_15_nynmlb_atlmlb_1,,sg_game,0,0,0
1,10,0,FINAL,4,. ,Z. Braddock,1,Brewers,0,C. Gaudin,Brewers,NN,1,2011-04-15 18:05:00,7:05PM,0,Nationals,2011_04_15_milmlb_wasmlb_1,Nationals,go_game,1,3,5
2,8,0,FINAL,6,J. Rauch,B. Jenks,1,Red Sox,3,B. Cecil,Blue Jays,AA,1,2011-04-15 18:10:00,7:10PM,0,Red Sox,2011_04_15_tormlb_bosmlb_1,Blue Jays,go_game,1,7,5
1,8,1,FINAL,2,H. Bell,J. Happ,3,Astros,3,A. Harang,Padres,NN,2,2011-04-15 19:05:00,8:05PM,1,Astros,2011_04_15_sdnmlb_houmlb_1,Padres,go_game,0,4,7
0,8,2,FINAL,8,. ,Z. Britton,3,Orioles,0,J. Masterson,Orioles,AA,1,2011-04-15 18:05:00,7:05PM,0,Indians,2011_04_15_balmlb_clemlb_1,Indians,go_game,0,2,12
1,14,2,FINAL,1,. ,B. Arroyo,2,Reds,0,C. Morton,Pirates,NN,1,2011-04-15 18:10:00,7:10PM,1,Reds,2011_04_15_pitmlb_cinmlb_1,Pirates,go_game,0,6,5
1,4,1,FINAL,3,N. Feliz,I. Nova,3,Yankees,5,M. Harrison,Rangers,AA,1,2011-04-15 18:05:00,7:05PM,0,Yankees,2011_04_15_texmlb_nyamlb_1,Rangers,go_game,0,5,9
0,4,1,FINAL,5,K. Farnsworth,N. Blackburn,1,Twins,3,W. Davis,Twins,AA,2,2011-04-15 18:10:00,7:10PM,1,Rays,2011_04_15_minmlb_tbamlb_1,Rays,go_game,2,2,13
0,10,0,FINAL,4,. ,B. Fuentes,1,Athletics,0,B. Villarreal,Tigers,AA,2,2011-04-15 21:05:00,10:05PM,3,Athletics,2011_04_15_detmlb_oakmlb_1,Tigers,go_game,0,8,12
2,10,1,FINAL,3,J. Walden,P. Humber,4,White Sox,2,J. Weaver,Angels,AA,1,2011-04-15 19:10:00,8:10PM,1,White Sox,2011_04_15_anamlb_chamlb_1,Angels,go_game,0,4,5
1,5,0,FINAL,6,J. Soria,E. Bedard,2,Mariners,4,L. Hochevar,Mariners,AA,3,2011-04-15 19:10:00,8:10PM,0,Royals,2011_04_15_seamlb_kcamlb_1,Royals,go_game,1,5,9
0,8,0,FINAL,2,B. Wilson,D. Hudson,2,D-backs,3,M. Cain,Giants,NN,3,2011-04-15 20:40:00,9:40PM,1,D-backs,2011_04_15_sfnmlb_arimlb_1,Giants,go_game,0,5,6
0,19,0,FINAL,2,. ,J. Garland,2,Dodgers,0,K. Lohse,Cardinals,NN,1,2011-04-15 21:10:00,10:10PM,0,Dodgers,2011_04_15_slnmlb_lanmlb_1,Cardinals,go_game,1,11,7
1,6,0,FINAL,5,. ,M. Garza,3,Cubs,0,J. Chacin,Cubs,NN,2,2011-04-15 19:40:00,8:40PM,0,Rockies,2011_04_15_chnmlb_colmlb_1,Rockies,go_game,0,0,7
1,10,1,FINAL,8,. ,J. Guthrie,3,Orioles,0,J. Tomlin,Orioles,AA,2,2011-04-16 12:05:00,1:05PM,1,Indians,2011_04_16_balmlb_clemlb_1,Indians,go_game,0,3,13
1,13,0,FINAL,3,B. Wilson,J. Saunders,1,D-backs,4,G. Mota,Giants,NN,2,2011-04-16 19:10:00,8:10PM,0,D-backs,2011_04_16_sfnmlb_arimlb_1,Giants,go_game,0,5,6
0,6,0,FINAL,4,C. Kimbrel,D. Carrasco,2,Mets,4,D. Lowe,Mets,NN,1,2011-04-16 15:10:00,4:10PM,2,Braves,2011_04_16_nynmlb_atlmlb_1,Braves,go_game,2,2,6
0,5,0,FINAL,4,J. Papelbon,J. Reyes,2,Blue Jays,2,J. Beckett,Blue Jays,AA,2,2011-04-16 12:10:00,1:10PM,0,Red Sox,2011_04_16_tormlb_bosmlb_1,Red Sox,go_game,1,1,9
1,7,2,FINAL,5,M. Rivera,D. Holland,1,Rangers,6,F. Garcia,Rangers,AA,1,2011-04-16 12:05:00,1:05PM,0,Yankees,2011_04_16_texmlb_nyamlb_1,Yankees,go_game,0,2,8
0,2,0,FINAL,4,. ,M. Pelfrey,1,Mets,0,J. Jurrjens,Mets,NN,2,2011-04-16 03:33:00,3:33AM,0,Braves,2011_04_16_nynmlb_atlmlb_2,Braves,go_game,0,0,11
0,8,0,FINAL,5,B. Lyon,M. Latos,1,Padres,3,M. Melancon,Padres,NN,2,2011-04-16 18:05:00,7:05PM,2,Astros,2011_04_16_sdnmlb_houmlb_1,Astros,go_game,0,3,6
1,17,1,FINAL,3,. ,J. Hammel,1,Rockies,0,C. Coleman,Cubs,NN,1,2011-04-16 19:10:00,8:10PM,0,Rockies,2011_04_16_chnmlb_colmlb_1,Cubs,go_game,0,8,8
0,8,0,FINAL,4,. ,J. Nathan,1,Twins,0,J. Cruz,Twins,AA,1,2011-04-16 15:10:00,4:10PM,0,Rays,2011_04_16_minmlb_tbamlb_1,Rays,go_game,0,3,8
1,6,1,FINAL,6,. ,J. Verlander,1,Tigers,0,D. Braden,Tigers,AA,2,2011-04-16 20:05:00,9:05PM,1,Athletics,2011_04_16_detmlb_oakmlb_1,Athletics,go_game,1,2,9
0,13,2,FINAL,2,. ,C. Kershaw,2,Dodgers,0,K. McClellan,Cardinals,NN,2,2011-04-16 21:10:00,10:10PM,1,Dodgers,2011_04_16_slnmlb_lanmlb_1,Cardinals,go_game,0,9,9
2,7,1,FINAL,7,. ,F. Hernandez,1,Mariners,0,S. O'Sullivan,Mariners,AA,2,2011-04-16 12:10:00,1:10PM,0,Royals,2011_04_16_seamlb_kcamlb_1,Royals,go_game,1,0,8
0,11,1,FINAL,2,. ,G. Floyd,1,White Sox,0,T. Chatwood,Angels,AA,1,2011-04-16 15:10:00,4:10PM,1,White Sox,2011_04_16_anamlb_chamlb_1,Angels,go_game,1,7,7
1,6,0,FINAL,11,. ,J. McDonald,2,Pirates,0,M. Leake,Pirates,NN,1,2011-04-16 12:10:00,1:10PM,0,Reds,2011_04_16_pitmlb_cinmlb_1,Reds,go_game,0,2,15
0,10,1,FINAL,2,J. Walden,M. Buehrle,4,White Sox,3,D. Haren,Angels,AA,1,2011-04-17 13:10:00,2:10PM,0,White Sox,2011_04_17_anamlb_chamlb_1,Angels,go_game,0,4,8
0,7,1,FINAL,5,D. Storen,K. Loe,2,Brewers,1,L. Hernandez,Brewers,NN,1,2011-04-17 03:33:00,3:33AM,0,Nationals,2011_04_17_milmlb_wasmlb_2,Nationals,go_game,1,1,11
0,9,1,FINAL,2,M. Capps,J. Hellickson,1,Rays,1,B. Duensing,Twins,AA,2,2011-04-17 12:40:00,1:40PM,1,Rays,2011_04_17_minmlb_tbamlb_1,Twins,go_game,0,4,8
0,8,1,FINAL,2,F. Rodriguez,T. Hanson,1,Braves,2,D. Gee,Mets,NN,3,2011-04-17 12:35:00,1:35PM,0,Braves,2011_04_17_nynmlb_atlmlb_1,Mets,go_game,0,3,7
0,10,0,FINAL,6,M. Rivera,A. Rhodes,1,Rangers,7,R. Soriano,Rangers,AA,1,2011-04-17 19:05:00,8:05PM,2,Yankees,2011_04_17_texmlb_nyamlb_1,Yankees,go_game,0,5,8
1,5,0,FINAL,2,. ,R. Franklin,1,Cardinals,0,J. Broxton,Cardinals,NN,2,2011-04-17 15:10:00,4:10PM,0,Dodgers,2011_04_17_slnmlb_lanmlb_1,Dodgers,go_game,0,1,7
1,6,1,FINAL,6,. ,D. Runzler,1,Giants,0,J. Collmenter,Giants,NN,2,2011-04-17 15:10:00,4:10PM,0,D-backs,2011_04_17_sfnmlb_arimlb_1,D-backs,go_game,0,5,11
2,9,2,FINAL,6,J. Hanrahan,L. Ondrusek,1,Reds,5,C. Resop,Pirates,NN,1,2011-04-17 12:10:00,1:10PM,1,Reds,2011_04_17_pitmlb_cinmlb_1,Pirates,go_game,0,7,15
2,7,1,FINAL,8,. ,J. Litsch,1,Blue Jays,0,J. Lester,Blue Jays,AA,1,2011-04-17 12:35:00,1:35PM,1,Red Sox,2011_04_17_tormlb_bosmlb_1,Red Sox,go_game,1,1,8
0,10,0,FINAL,9,. ,M. Mateo,1,Cubs,0,R. Betancourt,Cubs,NN,1,2011-04-17 14:10:00,3:10PM,1,Rockies,2011_04_17_chnmlb_colmlb_1,Rockies,go_game,0,5,13
1,6,0,FINAL,4,C. Perez,B. Bergesen,1,Orioles,5,F. Carmona,Orioles,AA,2,2011-04-17 12:05:00,1:05PM,1,Indians,2011_04_17_balmlb_clemlb_1,Indians,go_game,2,2,7
0,13,1,FINAL,8,. ,Y. Gallardo,1,Brewers,0,J. Marquis,Brewers,NN,1,2011-04-17 12:35:00,1:35PM,0,Nationals,2011_04_17_milmlb_wasmlb_1,Nationals,go_game,0,4,11
1,11,1,FINAL,6,H. Bell,M. Melancon,1,Astros,4,E. Frieri,Padres,NN,1,2011-04-17 13:05:00,2:05PM,3,Astros,2011_04_17_sdnmlb_houmlb_1,Padres,go_game,1,8,9
0,7,0,FINAL,2,B. League,J. Francis,2,Royals,3,M. Pineda,Mariners,AA,1,2011-04-17 13:10:00,2:10PM,1,Royals,2011_04_17_seamlb_kcamlb_1,Mariners,go_game,1,3,5
2,8,0,FINAL,3,J. Contreras,R. Webb,1,Marlins,3,R. Madson,Marlins,NN,2,2011-04-17 12:35:00,1:35PM,1,Phillies,2011_04_17_flomlb_phimlb_1,Phillies,go_game,0,2,8
0,5,0,FINAL,5,. ,B. Penny,2,Tigers,0,T. Cahill,Tigers,AA,2,2011-04-17 15:05:00,4:05PM,1,Athletics,2011_04_17_detmlb_oakmlb_1,Athletics,go_game,0,1,5
0,10,1,FINAL,3,. ,J. Lueke,3,Mariners,0,M. Scherzer,Tigers,AA,1,2011-04-18 21:10:00,10:10PM,1,Mariners,2011_04_18_detmlb_seamlb_1,Tigers,go_game,0,8,9
0,8,2,FINAL,1,. ,E. Rogers,2,Rockies,0,T. Lincecum,Giants,NN,1,2011-04-18 19:40:00,8:40PM,0,Rockies,2011_04_18_sfnmlb_colmlb_1,Giants,go_game,1,8,4
0,2,1,FINAL,9,. ,R. Romero,1,Blue Jays,0,D. Matsuzaka,Blue Jays,AA,2,2011-04-18 11:05:00,11:05AM,0,Red Sox,2011_04_18_tormlb_bosmlb_1,Red Sox,go_game,2,1,13
1,10,0,FINAL,7,. ,E. Santana,2,Angels,0,C. Wilson,Angels,AA,2,2011-04-18 19:05:00,8:05PM,0,Rangers,2011_04_18_anamlb_texmlb_1,Rangers,go_game,0,1,14
2,11,0,FINAL,3,. ,K. Kendrick,1,Phillies,0,B. Kintzler,Brewers,NN,1,2011-04-18 18:05:00,7:05PM,2,Phillies,2011_04_18_milmlb_phimlb_1,Brewers,go_game,0,6,9
0,7,2,FINAL,4,. ,T. Hudson,1,Braves,0,T. Lilly,Braves,NN,2,2011-04-18 21:10:00,10:10PM,0,Dodgers,2011_04_18_atlmlb_lanmlb_1,Dodgers,go_game,2,2,10
0,4,2,FINAL,5,. ,E. Jackson,2,White Sox,0,D. Price,White Sox,AA,1,2011-04-18 17:40:00,6:40PM,0,Rays,2011_04_18_chamlb_tbamlb_1,Rays,go_game,2,0,12
2,13,1,FINAL,3,. ,T. Collins,1,Royals,0,J. Smith,Indians,AA,1,2011-04-18 19:10:00,8:10PM,2,Royals,2011_04_18_clemlb_kcamlb_1,Indians,go_game,0,7,7
0,5,0,FINAL,1,. ,C. Qualls,1,Padres,0,C. Marmol,Padres,NN,1,2011-04-18 19:05:00,8:05PM,1,Cubs,2011_04_18_sdnmlb_chnmlb_1,Cubs,go_game,1,0,5
1,15,1,FINAL,3,. ,T. Wood,3,Reds,0,K. Correia,Pirates,NN,2,2011-04-18 18:10:00,7:10PM,0,Reds,2011_04_18_pitmlb_cinmlb_1,Pirates,go_game,1,9,4
0,8,0,FINAL,3,M. Capps,C. Tillman,1,Orioles,2,F. Liriano,Twins,AA,2,2011-04-18 18:05:00,7:05PM,1,Orioles,2011_04_18_minmlb_balmlb_1,Twins,go_game,3,5,6
2,9,1,FINAL,13,. ,P. Coke,1,Tigers,0,D. Fister,Tigers,AA,3,2011-04-19 21:10:00,10:10PM,1,Mariners,2011_04_19_detmlb_seamlb_1,Mariners,go_game,3,3,15
0,14,2,FINAL,1,. ,H. Kuroda,1,Dodgers,0,B. Beachy,Braves,NN,2,2011-04-19 21:10:00,10:10PM,0,Dodgers,2011_04_19_atlmlb_lanmlb_1,Braves,go_game,1,10,5
1,11,0,FINAL,1,. ,J. Niese,1,Mets,0,W. Rodriguez,Astros,NN,3,2011-04-19 18:10:00,7:10PM,2,Mets,2011_04_19_houmlb_nynmlb_1,Astros,go_game,2,6,4
1,10,0,FINAL,4,J. Putz,S. LeCure,3,Reds,4,A. Galarraga,D-backs,NN,1,2011-04-19 18:10:00,7:10PM,0,Reds,2011_04_19_arimlb_cinmlb_1,D-backs,go_game,0,5,5
1,8,0,FINAL,3,B. Wilson,U. Jimenez,2,Rockies,5,J. Sanchez,Giants,NN,1,2011-04-19 19:40:00,8:40PM,0,Rockies,2011_04_19_sfnmlb_colmlb_1,Giants,go_game,1,6,3
1,8,1,FINAL,6,. ,I. Nova,1,Yankees,0,J. Rauch,Yankees,AA,2,2011-04-19 18:07:00,7:07PM,0,Blue Jays,2011_04_19_nyamlb_tormlb_1,Blue Jays,go_game,1,5,12
0,15,1,FINAL,4,. ,C. Lewis,1,Rangers,0,M. Palmer,Angels,AA,2,2011-04-19 19:05:00,8:05PM,4,Rangers,2011_04_19_anamlb_texmlb_1,Angels,go_game,0,15,9
0,9,0,FINAL,5,J. Soria,J. Gomez,3,Indians,5,B. Chen,Indians,AA,1,2011-04-19 19:10:00,8:10PM,1,Royals,2011_04_19_clemlb_kcamlb_1,Royals,go_game,0,4,9
0,2,0,FINAL,6,. ,P. Maholm,3,Pirates,0,J. Johnson,Pirates,NN,3,2011-04-19 18:10:00,7:10PM,0,Marlins,2011_04_19_pitmlb_flomlb_1,Marlins,go_game,0,0,9
0,0,0,OTHER,0,,,0,,0,,Nationals,NN,0,2011-04-19 19:15:00,8:15PM,0,Cardinals,2011_04_19_wasmlb_slnmlb_1,,sg_game,0,0,0
0,4,0,FINAL,2,. ,J. Danks,1,White Sox,0,J. Shields,White Sox,AA,2,2011-04-19 17:40:00,6:40PM,0,Rays,2011_04_19_chamlb_tbamlb_1,Rays,go_game,1,1,7
0,13,2,FINAL,0,. ,R. Halladay,2,Phillies,0,R. Wolf,Brewers,NN,1,2011-04-19 18:05:00,7:05PM,1,Phillies,2011_04_19_milmlb_phimlb_1,Brewers,go_game,2,9,2
1,6,1,FINAL,11,. ,C. Pavano,2,Twins,0,J. Arrieta,Twins,AA,2,2011-04-19 18:05:00,7:05PM,0,Orioles,2011_04_19_minmlb_balmlb_1,Orioles,go_game,1,0,13
1,5,1,FINAL,5,. ,J. Lackey,1,Red Sox,0,B. Anderson,Red Sox,AA,2,2011-04-19 21:05:00,10:05PM,1,Athletics,2011_04_19_bosmlb_oakmlb_1,Athletics,go_game,1,0,8
0,7,1,FINAL,5,K. Gregg,N. Blackburn,3,Twins,2,Z. Britton,Twins,AA,3,2011-04-20 18:05:00,7:05PM,0,Orioles,2011_04_20_minmlb_balmlb_1,Orioles,go_game,1,4,8
1,5,2,FINAL,10,. ,M. Cain,3,Giants,0,J. De La Rosa,Giants,NN,1,2011-04-20 14:10:00,3:10PM,0,Rockies,2011_04_20_sfnmlb_colmlb_1,Rockies,go_game,0,2,13
0,4,2,FINAL,6,. ,D. Lowe,1,Braves,0,J. Garland,Braves,NN,3,2011-04-20 21:10:00,10:10PM,0,Dodgers,2011_04_20_atlmlb_lanmlb_1,Dodgers,go_game,1,1,11
2,9,0,FINAL,2,. ,L. Gregerson,1,Padres,0,J. Samardzija,Padres,NN,1,2011-04-20 13:20:00,2:20PM,1,Cubs,2011_04_20_sdnmlb_chnmlb_1,Cubs,go_game,0,1,9
